id,Sistema,Assunto,Mnemônico,Funcionalidade,Versão,Vínculo,Órgão,UPAG,UORG,Data,Nota,comments
2182,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,27,SER,26421,2.0,,2023-10-25 10:23:28.281,1,lento demais
2183,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,27,SER,26421,2.0,,2023-10-25 10:23:17.885,1,lento demais
2184,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,27,SER,26421,2.0,,2023-10-25 10:22:46.679,1,lento demais
2185,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,27,SER,26421,2.0,,2023-10-25 10:22:36.514,1,lento demais
2186,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,40804,1.0,,2023-10-25 08:57:03.736,5,ótimo
2187,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,45206,138.0,,2023-10-25 07:49:17.17,5,
2188,SIGEPE,Afastamento,CONCESSADICION,Incluir Concessão,0,SER,40804,162.0,,2023-10-24 18:54:16.945,3,Não conclui o a demanda informada.
2189,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,36201,,,2023-10-24 17:54:04.657,4,boa
2190,SIGEPE,Gestão de Vínculo,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,10110.0,,2023-10-24 17:44:07.535,2,"hoje o sistema parou muito, prejudicando o andamento do trabalho."
2191,SIGEPE,Requerimento,CONSULTPROCESS,Pesquisar Requerimento,26,SER,26240,13.0,,2023-10-24 16:50:35.241,2,Só aparecem os requerimentos recentes. Não consigo localizar requerimentos antigos (2021)
2192,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26240,,,2023-10-24 16:14:07.152,5,"ATÉ O PRESENTE MOMENTO UMA EXCELENTE FERRAMENTA PARA O SERVIDOR PÚBLICO.

ATT,

EVACILDO RATHGE RANGEL"
2193,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Requerimento,10,SER,26279,,,2023-10-24 15:37:31.567,3,Dificuldade para dar o ok
2194,SIGEPE,Consignações,CONCONCONLST,Redigir Termo de Reclamação,0,SER,57202,,,2023-10-24 15:31:26.01,4,Precisa melhorar mais no sentido de reclamar não somente para as consignatária que tem fornecido empréstimo como também para todas as consignatária 
2195,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26238,,,2023-10-24 15:14:03.954,3,"Na parte para ordenar os requerimentos é necessário clicar 2 vezes na seta ""a z"". Outro problema é que quando vamos buscar algo no campo ""criação"" não é possível buscar informando a data do requerimento, tendo em vista que o campo também solicita a hora.  Sugiro que façam uma revisão nessa função. "
2196,SIGEPE,Consignação,CONSICONSILST,Consultar Cadastro de Consignatário,0,SER,17500,,,2023-10-24 14:55:13.769,4,Poderia emitir relatórios ou ter um ícone para impressão das páginas
2197,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,13000,1802.0,,2023-10-24 14:00:27.54,4,
2198,SIGEPE,Ação Judicial,COAJCOAJ,Objeto,0,SER,17500,,,2023-10-24 12:09:53.69,1,O sistema não deixa passar para a 2 página
2199,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,25,SER,40804,1.0,,2023-10-24 11:26:41.379,5,
2200,SIGEPE,Publicação,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26418,,,2023-10-24 09:34:27.06,1,o diretor não esta conseguindo assinar 
2201,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,25,SER,20115,181.0,,2023-10-24 09:23:49.613,1,Quando adicionamos uma declaração (Declarações Gerais) não conseguimos salvar as alterações feitas no documento.
2202,SIGEPE,Requerimento,CONSULTPROCESS,Pesquisar Requerimento,24,SER,57202,12444.0,,2023-10-24 08:21:48.137,2,vc dá diversos clicks desnecessários até chegar na funcionalidade
2203,SIGEPE,Assentamento Funcional Digital,PAGESRELATGEREN,Relatório Gerencial,0,SER,26420,,,2023-10-24 08:12:51.932,4,"É uma ótima ferramenta de gestão, seria bom se mostrasse o nome do servidor."
2204,SIGEPE,Previdência,RPCSIMBENV,Simular Benefício Especial,0,SER,17600,,,2023-10-23 22:22:04.98,1,"Ficaram de retificar os cálculos dos do benefício especial e, depois disso, não consigo mais ver o valor nem os cálculos."
2205,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26416,2.0,,2023-10-23 18:52:50.305,3,Atualmente está muito lento para abrir os arquivos
2206,SIGEPE,Requerimento,SERVIPACOTPROCE,Corrigir Requerimento,9,SER,57202,,,2023-10-23 17:37:15.632,5,
2207,SIGEPE,Gestão de Vínculo,VINCUCONSUVINCU,Alterar Vínculo,11,SER,57202,10110.0,,2023-10-23 16:27:25.955,4," O sistema está mais célere, anexando os documentos e podemos realizar assinatura nos documentos com mais agilidade, mas ao consultar - visualizar documentos (carteira de identidade), esta funcionalidade não abre para consulta."
2208,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Pacote de Requerimentos,8,SER,26249,,,2023-10-23 15:39:11.513,1,"é tudo muito ruim aqui.
As responsabilidades, as notificações, a interface, a lógica, a obediência à lei, e à jurisprudência, enfim..   tudo. Primeiro é exigido do servidor que atualize seus dados cadastrais (todos advindos do SIGEPE (que nunca atrapalhou o servidor)..   
Depois INDEFEREM o pedido? "
2209,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,10,SER,53202,16.0,,2023-10-23 15:04:31.812,3,No campo SERVIDOR o nome/dados poderiam ser mais legíveis.
2210,SIGEPE,Afastamento,CONCESSADICION,Incluir Concessão,0,SER,53202,16.0,,2023-10-23 14:56:46.611,3,"Pesquisar o nome do servidor as vezes da bug no sistema.O nome do servidor (fonte/letra) é muito apagada, a visibilidade não é boa."
2211,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26238,,,2023-10-23 14:55:02.436,4,
2212,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26238,,,2023-10-23 14:54:59.768,4,
2213,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26238,,,2023-10-23 14:53:08.941,4,
2214,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26238,,,2023-10-23 14:53:00.232,4,
2215,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,36201,,,2023-10-23 14:30:25.046,5,Muito bom esse site rápido e pratico.
2216,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,53202,16.0,,2023-10-23 13:42:23.06,4,"NÃO CONSEGUI PESQUISAR ASSENTAMENTO FUNCIONAL COLOCANDO O CPF DO SERVIDOR APOSENTADO.
"
2217,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,7,SER,26233,,,2023-10-23 12:38:01.583,5,
2218,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,23,SER,26233,34.0,,2023-10-23 11:37:27.011,3,"Sugiro a abertura do requerimento ou do anexo diretamente na guia de conteúdo. E seria muito bem vinda uma funcionalidade que permitisse abrir requerimento e anexo como aba do navegador, melhor ainda requerimento e anexo simultaneamente, de modo a permitir conferir se os dados estão corretos."
2219,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,23,SER,40116,26.0,,2023-10-23 11:07:23.383,4,
2220,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26405,1.0,,2023-10-23 09:55:20.957,4,Seria excelente se já pudéssemos incluir toda a documentação individualizada do servidor e assinar todos ao mesmo tempo.
2221,SIGEPE,Estrutura Organizacional,UORGUORGLST,Pesquisar UORG,2,SER,25000,,,2023-10-23 09:34:53.829,1,"não consigo fazer nada... eis a critica:

Desculpe, mas o sistema não pode atender a sua solicitação de maneira apropriada.

"
2222,SIGEPE,Estrutura Organizacional,UORGUORGLST,Detalhar UORG,1,SER,25000,,,2023-10-23 09:32:26.529,1,Não está funcionando....
2223,SIGEPE,Consignações,CONDENTEROCOLST,Termos de Reclamação (abertos após 26/08/2016),0,SER,40301,,,2023-10-20 17:32:24.818,4,
2224,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40806,,,2023-10-20 16:30:41.329,4,
2225,SIGEPE,Anistiado Político,PAGESANISTIA,Pesquisar Anistiados,0,SER,40806,,,2023-10-20 16:02:36.532,4,
2226,SIGEPE,Anistiado Político,PAGESREPARAC,Reparação Econômica,0,SER,17000,,,2023-10-20 15:51:49.693,4,"Na menssagem de erro não consigo visualizar o texto, aparece tão rápido que não consigo lê."
2227,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26432,571.0,,2023-10-20 12:34:14.642,1,"O acesso as informações ficaram mais demorados por conta de precisar baixar o arquivo enfim mais um passo criado sem necessidade, pois o acesso ao formulário e ao anexo sempre foram bem rápidos.
"
2228,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,23,SER,26432,571.0,,2023-10-20 12:05:58.456,2,Muito mais demorado para acessar as informações
2229,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26249,,,2023-10-20 11:24:02.964,5,MUITO BOM
2230,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26247,,,2023-10-20 11:17:29.793,4,
2231,SIGEPE,Gestão de Vínculo,VINCUCONSUVINCU,Detalhar Vínculo,10,SER,17600,767.0,,2023-10-20 09:27:12.206,5,"EXCELENTE, AS INFORMAÇÕES TODAS JUNTAS."
2232,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26245,,,2023-10-19 18:45:48.274,4,
2233,SIGEPE,Estrutura Organizacional,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17500,,,2023-10-19 17:31:11.489,2,"O sistema deveria permitir a complementação de UORGs com a folha fechada uma vez que é possível deixar as unidades com o status ""Aguardando Bloco"", mas ele não está deixando complementar os dados de várias unidades"
2234,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,23,SER,57202,12444.0,,2023-10-19 17:04:33.779,2,"Está demandando mais cliques, mais tempo para acessar as informações do requerimento. Isto no final alonga o tempo de execução haja vista que o sistema já é lento."
2235,SIGEPE,Publicação,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,13000,,,2023-10-19 16:19:46.307,5,
2236,SIGEPE,Publicação,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,13000,,,2023-10-19 16:19:44.072,5,
2237,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,10,SER,26405,1.0,28.0,2023-10-19 13:40:44.216,4,
2238,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,57202,11275.0,,2023-10-19 13:28:07.149,2,sistema está com muita intercorrência e lentidão
2239,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,36201,,,2023-10-19 12:42:11.385,4,ainda precisa ficar mais 'amigavel' a consulta. Precisei seguir o 'passo-a-passo' fornecido pela minha Unidade
2240,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,40115,781.0,,2023-10-19 10:54:55.736,5,
2241,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,10,SER,26403,7.0,,2023-10-19 10:50:54.648,4,
2242,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26245,,,2023-10-19 10:44:05.97,1,"Muito lento para abrir as abas.
Antes era só clicar que já abria a solicitação ou o anexo. Agora tem que abrir a solicitação e depois abrir outra aba e depois abrir a aba do anexo e depois abrir o anexo.
Muito mais demorado."
2243,SIGEPE,Afastamento,CONCESSADICION,Incluir Concessão,0,SER,30802,1080.0,,2023-10-19 09:58:06.438,1,"LENTO DEMAIS, FIASCO, RUIM, "
2244,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,13000,1802.0,,2023-10-19 09:21:30.597,4,bom
2245,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,6,,26432,571.0,1144.0,2023-10-18 20:46:51.419,4,
2246,SIGEPE,Avaliação de Desempenho,METINDACEMETIND,Aceitar Minhas Metas Individuais,0,SER,26106,,,2023-10-18 17:41:48.517,5,
2247,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,20224,,,2023-10-18 17:37:04.834,4,
2248,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,13000,1697.0,,2023-10-18 16:38:18.647,4,
2249,SIGEPE,Publicação,PAGESPUBLICONSU,Pesquisar Ato para Publicação,0,SER,26418,,,2023-10-18 16:27:15.029,1,"Depois de enviar um ato para assinatura, estou precisando acessar essa funcionalidade para pesquisar o código da tarefa, não acontecia isso antes!

:("
2250,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,25000,7589.0,,2023-10-18 15:09:09.926,3,"Um pouco lento, mais bem elaborado."
2251,SIGEPE,Assentamento Funcional Digital,PAGESRELATGEREN,Relatório Gerencial,0,SER,26242,,,2023-10-18 13:52:34.906,4,
2252,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,49200,,,2023-10-18 12:16:55.228,5,
2253,SIGEPE,Tabelas Auxiliares,ARFOACCOARFOAC,Detalhar Área de Formação Acadêmica,1,SER,17500,,,2023-10-18 12:16:27.082,5,
2254,SIGEPE,Tabelas Auxiliares,ARFOACCOARFOAC,Pesquisar Área de Formação Acadêmica,0,SER,17500,,,2023-10-18 12:11:10.943,5,
2255,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40806,,,2023-10-18 12:10:43.94,1,não achei o termo de reclamação
2256,SIGEPE,Consignações,CONSIMSIMCON,Simular Consignação,0,PEN,40806,,,2023-10-18 11:08:57.517,4,
2257,SIGEPE,Gestão de Vínculo,INGREGINGOUTREG,Cadastrar Ingresso,0,SER,32396,17.0,,2023-10-18 10:27:42.91,4,
2258,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,10,SER,13000,1697.0,,2023-10-18 10:18:51.408,4,FLUINDO NORMALMENTE.
2259,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,23,SER,26201,15.0,,2023-10-18 07:08:39.755,3,O SISTEMA TRAVA MUITO E O REQUERIMENTO DE AUXILIO TRANSPORTE FICOU MAIS COMPLICADO DE ABRIR E OS DIAS DE SERVIÇO DO SERVIDOR FICOU COM 22 DIAS.
2260,SIGEPE,Consignações,CONSIMSIMCON,Simular Consignação,0,SER,26233,,,2023-10-18 05:29:52.939,5,
2261,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,20115,,,2023-10-17 21:23:37.234,5,ESTOU GOSTANDO MUITO DE TODA ESSA MUDANÇA.
2262,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,36201,,,2023-10-17 20:40:09.123,1,Sistema muito dificil de navegar
2263,SIGEPE,Gestão de Vínculo,ESTAGCONSURECES,Detalhar Recessos,7,,26436,2.0,447.0,2023-10-17 18:38:26.949,2,A funcionalidade é confusa e não intuitiva.
2264,SIGEPE,Gestão de Vínculo,VINCUCONSUVINCU,Detalhar Vínculo,10,SER,17600,917.0,,2023-10-17 16:30:51.186,4,
2265,SIGEPE,Requerimento,CONSULTPROCESS,Pesquisar Requerimento,22,SER,40116,26.0,,2023-10-17 16:16:21.36,4,
2266,SIGEPE,Gerenciador Integrador e-Social,CONSULTFILTRAR,Consultar Eventos,1,SER,26401,22.0,,2023-10-17 16:16:01.695,3,Poderia melhorar
2267,SIGEPE,Requerimento,CONSULTPROCESS,Detalhar Requerimento,21,SER,17000,,,2023-10-17 14:34:25.739,1,"telas em excesso e inuteis, o que torna o sistema mto lento"
2268,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17600,1392.0,,2023-10-17 14:09:59.528,1,"telas sem função, carregando demais o sistema, c/ mta lentidão"
2269,SIGEPE,Consignações,CONDENTEROCOLST,Termos de Reclamação (abertos após 26/08/2016),0,SER,26437,,,2023-10-17 13:24:08.327,1,"O SITE VEZ OU OUTRA SE APRESENTA SEM COMUNICAÇÃO. SE APRESENTA SEM OPÇÃO P ENVIO DA RESPOSTA. EM UM DOS TRAMITES EM QUE TINHA QUE ENVIAR RESPOSTA, ACABEI SEM OPÇÃO PELO SISTEMA, O QUE PODE VIR A ME PRUDICAR. SOLICITO DIREITO DE RESPOSTA AO BMG. NO AGUARDO DE RESPOSTA. OBRIGADA"
2270,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,20,SER,33100,,,2023-10-17 13:22:38.194,2,Tem que abrir mais telas pra ver o mesmo conteúdo que antes abria em uma tela só.
2271,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,20,SER,26283,,,2023-10-17 11:45:16.336,1,lento
2272,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,20,SER,26283,,,2023-10-17 11:43:47.861,1,lento
2273,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,20,SER,26283,,,2023-10-17 11:43:27.978,1,lento
2274,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,20,SER,39252,790.0,,2023-10-17 11:06:14.918,3,"Seria bastante útil e é necessário uma opção para imprimir/gerar pdf de todo o requerimento (anexos, histórico, mensagens...), pois em algumas situações é necessário anexar as informações em um processo eletrônico."
2275,SIGEPE,Requerimento,CONSULTPROCESS,Pesquisar Requerimento,19,SER,26262,131.0,,2023-10-17 11:03:26.66,4,
2276,SIGEPE,Afastamento,CONCESSADICION,Incluir Concessão,0,SER,37000,4.0,,2023-10-17 10:58:05.175,5,
2277,SIGEPE,Consignações,CONCONCONLST,Redigir Termo de Reclamação,0,SER,26437,,,2023-10-17 10:56:59.694,1,"Devido problema no SIGEPE, não consegui responder em tempo hábil ao BMG. Solicito DIREITO DE RESPOSTA, busco meu direito em RESPONDER. E, AO BMG ME SOLICITAR BO, EM MOMENTO NENHUM ME FOI COMUNICADO TAL PROCEDIMENTO,  AO ADQUIRIR ESSE CONSIGNADO. DESCORDO TOTALMENTE. SINTO-ME LESADA E ENGANADA,TRISTE"
2278,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,18,SER,26245,,,2023-10-17 10:50:19.336,1,"Dificultou o acesso aos anexos em virtude da demora para abrir.
Antes era só clicar que já abria o documento. Agora depois de clicar ainda tem que abrir o documento em outro click, que está demorando muito e atrasando as tarefas.
"
2279,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,18,SER,59000,,,2023-10-17 09:24:04.813,4,
2280,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,40116,,,2023-10-17 09:15:36.96,5,
2281,SIGEPE,Gestão de Vínculo,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26351,28.0,,2023-10-17 09:03:04.864,1,Erros o tempo todo
2282,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,40301,,,2023-10-17 09:02:31.397,4,
2283,SIGEPE,Afastamento,CONCESSADICION,Incluir Concessão,0,SER,32396,17.0,1.0,2023-10-17 08:55:46.502,2,RUIM
2284,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,10,SER,26413,1.0,,2023-10-17 08:23:54.653,5,
2285,SIGEPE,Afastamento,CONCESSADICION,Incluir Concessão,0,SER,26435,9.0,,2023-10-17 08:02:23.043,1,"Não consigo registrar diversos afastamentos. Aparece a mensagem:
Mensagem de Erro!
DATAS INFORM.NAO ESTAO NO PERIODO DE VIGENCIA DA OCORRENC"
2286,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Requerimento,5,SER,16000,,,2023-10-17 05:53:46.135,2,Os requerimentos nunca são atendidos
2287,SIGEPE,Consignações,CONCONCONLST,Redigir Termo de Reclamação,0,SER,25000,,,2023-10-17 01:21:30.243,5,"O BMG,continua irredutível sobre os agentes de saúde...vou enviar a situação ao sindicato e nossos advogados...so quero minha margem liberada.."
2288,SIGEPE,Consignações,CONDENTEROCOLST,Termos de Reclamação (abertos após 26/08/2016),0,SER,25000,,,2023-10-17 01:15:09.915,5,
2289,SIGEPE,Gestão de Vínculo,VINCUCONSUVINCU,Detalhar Vínculo,10,SER,32396,17.0,,2023-10-16 19:06:09.261,5,
2290,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Requerimento,5,SER,26235,,,2023-10-16 17:58:29.547,4,
2291,SIGEPE,Consignação,PROCEPROCELST,Pesquisar Processos,0,SER,17500,,,2023-10-16 17:25:43.8,4,Só está ainda um pouco lenta
2292,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,53202,16.0,,2023-10-16 17:25:03.584,4,Penso que o requerimento deveria logo aparecer para nós com a solicitação do servidor na primeira aba.
2293,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,59000,,,2023-10-16 17:11:08.393,4,
2294,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,10,SER,26240,13.0,,2023-10-16 16:52:05.075,4,
2295,SIGEPE,Gestão de Vínculo,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17500,,,2023-10-16 16:42:40.823,4,
2296,SIGEPE,Gestão de Vínculo,VINCUCONSUVINCU,Consultar Vínculos,9,SER,17500,,,2023-10-16 16:42:21.634,4,
2297,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26262,,,2023-10-16 16:41:39.672,1,Não consigo inserir os documentos solicitados. Esse sistema é horrível!!
2298,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Afastamento,9,SER,17500,,,2023-10-16 16:40:50.701,5,
2299,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,8,SER,17500,,,2023-10-16 16:39:13.621,5,
2300,SIGEPE,Ação Judicial,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17000,61984.0,,2023-10-16 16:38:16.343,4,"Sugestão: Quando pesquisamos uma ação em ""Tarefas"", se o número da ação tiver algum ""espaço"" no início, no meio ou no fim, o sistema não retorna nada. O mesmo acontece se o número estiver sem o ""-"", que fica após o sétimo número. Se fossem retiradas essas restrições, já ajudaria bastante."
2301,SIGEPE,Gestão de Vínculo,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,32396,17.0,,2023-10-16 16:36:27.946,5,
2302,SIGEPE,Gestão de Vínculo,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17600,3666.0,,2023-10-16 16:10:08.22,2,lento e caindo
2303,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,21000,,,2023-10-16 14:44:18.781,5,incluir documentos
2304,SIGEPE,Consignações,CONCONCONLST,Redigir Termo de Reclamação,0,,26450,5.0,36.0,2023-10-16 14:28:44.717,1,"O sistema não opera corretamente, já que recusa o texto de justificativa do campo selecionado sem informar ao usuário a razão pela qual a justifica está sendo considerada inválida."
2305,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,,,2023-10-16 14:15:13.326,2,nao localizo solicitacao de ferias
2306,SIGEPE,Gestão de Vínculo,VINCUCONSUVINCU,Desligar Vínculo,8,SER,30202,1714.0,,2023-10-16 12:11:41.784,1,"Esta apresentando problemas, estagiário ativo apresenta mensagem de erro para criação de vínculo."
2307,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,13000,1802.0,,2023-10-16 11:57:57.892,2, assinatura digital
2308,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,8,SER,26427,2.0,,2023-10-16 11:48:32.067,4,
2309,SIGEPE,Assentamento Funcional Digital,PAGESRELATGEREN,Relatório Gerencial,0,SER,40806,1.0,26.0,2023-10-16 11:43:03.0,5,
2310,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,18,SER,17600,3666.0,,2023-10-16 11:40:02.29,3,muito lento
2311,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,18,SER,17600,3666.0,,2023-10-16 11:39:30.142,3,muito lento
2312,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,18,SER,17600,3666.0,,2023-10-16 11:38:53.547,3,muito lento
2313,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,,17600,83.0,111.0,2023-10-16 10:43:21.518,1,"Péssimo. Estou há mais de uma hora tentando cadastrar um requerimento. As funções não abrem, não é intuitivo, a página que informam para ajuda não existe. Enfim, um horror."
2314,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,18,SER,20115,181.0,,2023-10-16 09:27:27.449,1,"quase nunca está funcionando bem, SEMPRE lento e com problemas "
2315,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,18,SER,20115,181.0,,2023-10-16 09:27:07.008,1,"quase nunca está funcionando bem, SEMPRE lento e com problemas "
2316,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,18,SER,20115,181.0,,2023-10-16 09:26:45.161,1,"quase nunca está funcionando bem, SEMPRE lento e com problemas "
2317,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,18,SER,20115,181.0,,2023-10-16 09:26:21.73,1,"quase nunca está funcionando bem, SEMPRE lento e com problemas "
2318,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,18,SER,25000,7584.0,,2023-10-16 08:50:28.175,2,Prefiro o antigo.
2319,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,8,SER,13000,1686.0,,2023-10-16 08:48:49.572,5,
2320,SIGEPE,Publicação,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,13000,1686.0,,2023-10-16 08:34:46.72,4,Fácil utilização. Campos auto explicativos.
2321,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,4,SER,25000,,,2023-10-16 08:33:33.53,3,Muita dificuldade em visualizar as informações 
2322,SIGEPE,Publicação,PAGESMANUACONSU,Manuais,0,SER,26405,,,2023-10-15 01:55:19.892,1,péssimo não conseguir acessar as informações. Site muito poluido ao invés de informações pessoais.
2323,SIGEPE,Consignações,CONDENTEROCOLST,Termos de Reclamação (abertos após 26/08/2016),0,SER,26236,,,2023-10-14 01:47:41.577,5,No meu caso o sigepe tem tomado a resolucao6certa de exclusão de parcelas até que se prove a fraude que recebi.
2324,SIGEPE,Moradia,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,59000,330.0,,2023-10-13 14:21:50.142,1,Na semana do fechamento da folha estava péssimo
2325,SIGEPE,Requerimento,RELATORVISAOOP,Relatório Gerencial,0,SER,70000,163.0,,2023-10-13 13:35:47.918,2,NÃO SOMOS UORG - SOMOS UNIDADE PAGADORA - UPAG 0163/EAMSC
